07929, 62947 
09498, 61507 
10709, 59938 
11598, 58247 
12131, 56537 
12291, 54866 
12136, 53273 
11619, 51890 
10782, 50632 
09655, 49664 
08279, 48954 
06714, 48509 
04965, 48323 
03108, 48398 
01187, 48689 
64784, 49214 
62844, 49827 
60977, 50562 
59222, 51375 
57580, 52205 
56085, 52989 
54805, 53716 
53734, 54355 
52863, 54858 
52233, 55233 
51830, 55513 
51646, 55645 
51699, 55649 
51971, 55620 
52449, 55510 
53125, 55380 
53966, 55315 
54982, 55301 
56161, 55395 
57420, 55663 
58820, 56065 
60291, 56689 
61818, 57516 
63306, 58554 
65094, 59727 
01027, 61161 
02411, 62734 
03892, 64415 
05193, 00620 
06414, 02371 
07450, 04065 
08363, 05661 
09104, 07099 
09654, 08339 
09992, 09302 
10191, 09936 
10184, 10286 
09982, 10234 
09651, 09822 
09178, 09036 
08610, 07919 
07936, 06426 
07250, 04697 
06519, 02721 
05845, 00535 
05259, 63765 
04759, 61402 
04427, 59039 
04244, 56713 
04281, 54569 
04496, 52591 
04995, 50859 
05641, 49386 
06528, 48210 
07617, 47352 
08884, 46842 
10289, 46662 
11804, 46793 
13383, 47213 
14963, 47895 
16478, 48794 
17916, 49871 
19218, 51095 
20313, 52406 
21188, 53763 
21821, 55070 
22165, 56337 
22227, 57528 
21991, 58597 
21469, 59574 
20700, 60346 
19671, 60966 
18446, 61470 
17054, 61796 
15524, 62000 
13945, 62074 
12334, 62060 
10780, 61965 
09334, 61869 
07942, 61738 
06729, 61615 
05658, 61559 
04798, 61535 
04110, 61629 
03572, 61733 
03234, 61953 
03026, 62267 
02899, 62636 
02865, 63069 
02814, 63551 
02745, 64034 
02618, 64535 
02392, 65007 
02010, 65429 
01469, 00230 
00795, 00487 
65419, 00642 
64425, 00649 
63231, 00534 
61935, 00292 
60578, 65438 
59185, 64925 
57880, 64328 
56648, 63602 
55558, 62841 
54714, 62050 
54127, 61236 
53886, 60488 
53988, 59750 
54497, 59145 
55360, 58610 
56644, 58216 
58284, 57989 
60232, 57912 
62504, 58024 
64960, 58303 
02035, 58721 
04687, 59302 
07324, 60032 
09886, 60833 
12220, 61690 
14273, 62594 
15978, 63495 
17324, 64372 
18217, 65148 
18640, 00273 
18607, 00851 
18111, 01248 
17185, 01428 
15933, 01473 
14329, 01285 
12506, 00904 
10541, 00385 
08516, 65211 
06535, 64365 
04677, 63450 
03033, 62428 
01683, 61402 
00655, 60344 
00027, 59413 
65353, 58526 
00056, 57781 
00671, 57199 
01711, 56788 
03086, 56579 
04754, 56601 
06600, 56827 
08570, 57264 
10585, 57911 
12498, 58687 
14281, 59645 
15798, 60678 
17014, 61769 
17847, 62890 
18251, 63965 
18227, 64960 
17732, 00313 
16772, 01071 
15403, 01570 
13691, 01886 
11647, 01972 
09362, 01763 
06956, 01324 
04452, 00671 
01996, 65298 
65198, 64210 
63093, 62972 
61208, 61519 
59694, 60065 
58564, 58575 
57814, 57116 
57528, 55678 
57617, 54347 
58112, 53173 
58927, 52187 
60002, 51454 
61328, 50910 
62795, 50649 
64305, 50645 
00236, 50905 
01627, 51408 
02821, 52147 
03753, 53101 
04383, 54231 
04684, 55525 
04634, 56926 
04197, 58463 
03392, 59986 
02273, 61557 
00848, 63109 
64708, 64620 
62874, 00581 
60894, 01995 
58953, 03309 
57002, 04557 
55160, 05744 
53537, 06824 
52151, 07827 
51064, 08772 
50307, 09686 
49894, 10529 
49856, 11324 
50208, 12096 
50879, 12812 
51905, 13484 
53199, 14125 
54744, 14715 
56458, 15208 
58305, 15633 
60198, 15970 
62151, 16161 
64037, 16220 
00298, 16147 
01945, 15865 
03448, 15428 
04731, 14771 
05830, 13900 
06707, 12843 
07327, 11593 
07739, 10191 
07960, 08631 
08001, 06936 
07836, 05163 
07564, 03334 
07150, 01530 
06647, 65231 
06036, 63485 
05330, 61797 
04607, 60259 
03803, 58896 
02956, 57675 
02045, 56653 
01148, 55784 
00164, 55138 
64664, 54642 
63560, 54265 
62424, 54041 
61235, 53917 
60010, 53843 
58738, 53787 
57440, 53738 
56158, 53586 
54906, 53421 
53666, 53118 
52538, 52684 
51544, 52163 
50645, 51488 
49916, 50689 
49413, 49778 
49107, 48840 
49053, 47845 
49221, 46843 
49645, 45879 
50314, 45006 
51239, 44312 
52361, 43791 
53688, 43479 
55158, 43479 
56762, 43742 
58442, 44306 
60153, 45208 
61849, 46354 
63487, 47856 
65027, 49595 
00872, 51549 
02176, 53687 
03242, 55909 
04086, 58232 
04749, 60527 
05172, 62705 
05432, 64798 
05482, 01156 
05357, 02776 
05070, 04157 
04696, 05186 
04254, 05938 
03739, 06374 
03181, 06393 
02659, 06178 
02174, 05685 
01750, 04982 
01384, 04092 
01135, 03085 
00945, 02027 
00854, 00950 
00870, 65474 
00929, 64581 
01101, 63824 
01327, 63265 
01575, 62895 
01850, 62778 
02160, 62827 
02477, 63096 
02778, 63533 
03106, 64119 
03430, 64804 
03744, 65499 
04077, 00651 
04441, 01307 
04832, 01807 
05226, 02211 
05675, 02242 
06233, 02122 
06843, 01783 
07491, 01122 
08221, 00188 
09009, 64530 
09838, 63088 
10705, 61458 
11560, 59738 
12413, 57888 
13194, 56054 
13905, 54225 
14472, 52543 
14882, 50998 
15144, 49687 
15150, 48707 
14936, 48000 
14469, 47639 
13759, 47642 
12772, 48011 
11560, 48691 
10131, 49724 
08463, 51015 
06678, 52509 
04813, 54194 
02814, 55960 
00849, 57784 
64473, 59573 
62616, 61308 
60925, 62875 
59397, 64258 
58085, 65422 
57015, 00810 
56219, 01455 
55680, 01855 
55450, 01991 
55433, 01911 
55610, 01647 
56034, 01225 
56629, 00687 
57296, 00150 
58039, 65157 
58828, 64680 
59548, 64325 
60235, 64151 
60790, 64183 
61205, 64411 
61492, 64917 
61586, 00106 
61510, 01076 
61292, 02236 
60925, 03585 
60428, 05046 
59851, 06653 
59210, 08279 
58571, 09872 
57980, 11367 
57466, 12744 
57046, 13932 
56786, 14877 
56674, 15554 
56763, 15976 
57025, 16064 
57449, 15826 
58051, 15338 
58807, 14557 
59624, 13503 
60505, 12269 
61470, 10843 
62333, 09349 
63127, 07784 
63824, 06219 
64287, 04714 
64590, 03337 
64605, 02121 
64405, 01069 
63913, 00267 
63143, 65221 
62130, 64905 
60879, 64877 
59474, 65074 
57893, 65510 
56246, 00617 
54591, 01429 
52960, 02392 
51400, 03434 
50009, 04571 
48862, 05675 
47922, 06787 
47301, 07842 
47020, 08821 
47092, 09649 
47484, 10347 
48194, 10940 
49284, 11324 
50632, 11573 
52180, 11682 
53950, 11642 
55861, 11473 
57854, 11204 
59834, 10860 
61805, 10407 
63666, 09985 
65372, 09490 
01347, 08987 
02642, 08539 
03690, 08066 
04466, 07668 
04985, 07315 
05276, 06993 
05295, 06728 
05116, 06513 
04726, 06330 
04206, 06199 
03604, 06108 
02887, 06005 
02191, 05966 
01501, 05922 
00874, 05902 
00312, 05864 
65421, 05860 
65123, 05852 
64969, 05874 
64976, 05836 
65140, 05842 
65470, 05849 
00378, 05885 
00964, 05899 
01642, 05927 
02427, 05973 
03264, 05997 
04179, 06025 
05142, 06046 
06074, 06070 
07004, 06025 
07920, 05986 
08790, 05883 
09582, 05736 
10378, 05540 
11073, 05263 
11686, 04942 
12239, 04600 
12645, 04171 
12946, 03694 
13103, 03199 
13149, 02641 
13059, 02065 
12776, 01525 
12306, 00996 
11669, 00485 
10852, 00063 
09810, 65232 
08554, 64927 
07129, 64739 
05491, 64663 
03674, 64704 
01724, 64863 
65182, 65149 
63052, 00031 
60877, 00546 
58710, 01150 
56628, 01829 
54686, 02569 
52936, 03368 
51427, 04199 
50233, 05022 
49393, 05841 
48958, 06621 
48925, 07333 
49320, 07972 
50199, 08555 
51510, 09032 
53256, 09396 
55395, 09653 
57832, 09838 
60587, 09902 
63513, 09839 
01038, 09670 
04105, 09423 
07132, 09078 
10006, 08653 
12661, 08160 
14971, 07594 
16918, 06934 
18445, 06210 
19478, 05454 
19991, 04613 
20007, 03694 
19530, 02757 
18593, 01721 
17197, 00625 
15463, 65042 
13423, 63841 
11185, 62599 
08826, 61319 
06456, 60024 
04135, 58734 
01992, 57433 
00120, 56154 
64065, 54931 
62866, 53774 
62093, 52721 
61757, 51783 
61840, 50967 
62396, 50333 
63323, 49849 
64608, 49573 
00608, 49475 
02363, 49593 
04249, 49924 
06133, 50418 
07975, 51086 
09604, 51920 
10995, 52912 
12053, 54002 
12698, 55164 
12912, 56408 
12601, 57679 
11785, 58923 
10492, 60167 
08663, 61347 
06383, 62450 
03759, 63484 
00785, 64414 
63098, 65256 
59745, 00434 
56357, 01126 
53057, 01696 
49874, 02240 
46887, 02738 
44302, 03240 
42097, 03783 
40351, 04332 
39077, 04979 
38290, 05714 
38065, 06503 
38344, 07379 
39069, 08376 
40234, 09440 
41767, 10574 
43616, 11766 
45682, 12980 
47881, 14160 
50115, 15278 
52267, 16272 
54370, 17145 
56264, 17790 
57887, 18252 
59215, 18396 
60204, 18259 
60829, 17830 
61072, 17049 
60982, 15969 
60541, 14533 
59834, 12801 
58847, 10833 
57711, 08649 
56421, 06274 
55094, 03780 
53805, 01280 
52579, 64277 
51540, 61835 
50698, 59556 
50122, 57469 
49851, 55634 
49947, 54114 
50348, 52959 
51092, 52136 
52198, 51690 
53608, 51666 
55273, 52011 
57145, 52673 
59186, 53665 
61352, 54925 
63570, 56432 
00176, 58081 
02261, 59859 
04146, 61646 
05837, 63428 
07248, 65148 
08374, 01224 
09181, 02619 
09615, 03839 
09696, 04844 
09444, 05552 
08889, 06030 
07988, 06254 
06861, 06225 
05543, 06013 
04029, 05560 
02439, 04980 
00823, 04272 
64751, 03474 
63224, 02681 
61798, 01835 
60562, 01057 
59563, 00352 
58770, 65264 
58218, 64787 
57962, 64435 
57942, 64190 
58156, 64143 
58566, 64163 
59182, 64359 
59917, 64670 
60723, 65046 
61585, 65499 
62401, 00475 
63187, 01025 
63842, 01551 
64313, 02101 
64592, 02603 
64615, 03058 
64391, 03471 
63883, 03859 
63111, 04169 
62113, 04439 
60850, 04651 
59427, 04832 
57802, 04977 
56083, 05088 
54348, 05196 
52591, 05274 
50917, 05343 
49411, 05412 
48120, 05442 
47059, 05458 
46322, 05471 
45962, 05434 
45972, 05335 
46384, 05207 
47220, 04994 
48468, 04690 
50113, 04306 
52117, 03833 
54444, 03271 
57032, 02569 
59860, 01786 
62795, 00925 
00254, 00024 
03273, 64591 
06186, 63610 
08907, 62589 
11441, 61627 
13678, 60712 
15525, 59916 
17015, 59232 
18101, 58694 
18705, 58258 
18852, 58022 
18566, 58015 
17853, 58102 
16733, 58395 
15213, 58828 
13381, 59416 
11314, 60063 
09056, 60773 
06653, 61479 
04199, 62179 
01759, 62787 
64909, 63257 
62693, 63548 
60611, 63669 
58808, 63524 
57264, 63123 
56042, 62436 
55089, 61491 
54532, 60257 
54286, 58754 
54306, 57048 
54681, 55138 
55303, 53079 
56143, 50976 
57176, 48833 
58341, 46708 
59576, 44722 
60845, 42898 
62102, 41280 
63305, 39983 
64363, 38937 
65281, 38304 
00467, 38007 
00979, 38092 
01215, 38594 
01161, 39450 
00883, 40623 
00340, 42102 
65053, 43826 
64001, 45727 
62730, 47761 
61294, 49868 
59702, 51936 
58017, 53933 
56271, 55804 
54526, 57489 
52826, 58916 
51193, 60068 
49698, 60968 
48392, 61511 
47275, 61740 
46443, 61679 
45840, 61366 
45579, 60764 
45604, 59998 
45961, 59093 
46641, 58092 
47612, 57031 
48856, 55961 
50394, 54925 
52160, 54041 
54089, 53287 
56174, 52736 
58359, 52333 
60604, 52167 
62863, 52227 
65053, 52479 
01605, 52902 
03536, 53493 
05365, 54238 
06891, 55037 
08190, 55921 
09219, 56838 
09952, 57702 
10415, 58509 
10566, 59264 
10450, 59870 
10047, 60359 
09410, 60732 
08592, 60947 
07538, 61057 
06394, 61030 
05142, 60950 
03782, 60819 
02411, 60652 
01058, 60542 
65266, 60487 
64013, 60495 
62872, 60623 
61840, 60931 
60949, 61408 
60175, 62036 
59573, 62892 
59080, 63885 
58757, 65049 
58568, 00773 
58474, 02166 
58471, 03624 
58581, 05029 
58756, 06446 
59014, 07756 
59305, 08936 
59617, 09907 
60009, 10654 
60404, 11162 
60848, 11351 
61315, 11262 
61823, 10857 
62395, 10212 
62986, 09257 
63678, 08041 
64408, 06648 
65202, 05084 
00512, 03415 
01445, 01693 
02437, 65479 
03408, 63803 
04433, 62194 
05456, 60785 
06451, 59532 
07400, 58523 
08217, 57660 
08927, 57073 
09495, 56741 
09855, 56539 
10016, 56581 
09970, 56762 
09670, 57054 
09118, 57435 
08315, 57823 
07292, 58227 
06052, 58555 
04602, 58804 
03062, 58930 
01388, 58894 
65177, 58763 
63507, 58460 
61857, 58059 
60322, 57556 
58980, 56974 
57877, 56389 
57051, 55807 
56523, 55348 
56339, 55057 
56510, 54911 
57028, 55048 
57872, 55469 
59048, 56216 
60498, 57317 
62184, 58789 
64047, 60620 
00483, 62787 
02432, 65241 
04401, 02414 
06252, 05351 
07933, 08376 
09350, 11438 
10434, 14420 
11216, 17301 
11588, 19955 
11544, 22233 
11062, 24166 
10219, 25634 
08955, 26594 
07320, 26988 
05413, 26854 
03201, 26161 
00821, 24909 
63844, 23179 
61297, 20977 
58787, 18393 
56318, 15544 
54060, 12493 
51922, 09348 
50112, 06188 
48586, 03146 
47320, 00298 
46360, 63288 
45762, 61078 
45443, 59284 
45394, 57977 
45536, 57164 
45856, 56822 
46346, 56961 
46915, 57577 
47519, 58582 
48102, 59935 
48614, 61573 
49032, 63408 
49332, 65373 
49490, 01822 
49491, 03745 
49312, 05530 
49008, 07166 
48601, 08528 
48070, 09540 
47488, 10307 
46895, 10682 
46326, 10709 
45790, 10425 
45421, 09864 
45161, 08998 
45065, 07901 
45186, 06670 
45504, 05364 
46051, 03997 
46784, 02645 
47706, 01365 
48783, 00220 
50036, 64740 
51333, 63887 
52693, 63277 
54019, 62865 
55276, 62636 
56423, 62572 
57466, 62700 
58284, 62959 
58868, 63305 
59227, 63724 
59346, 64098 
59198, 64500 
58804, 64851 
58234, 65119 
57439, 65287 
56530, 65319 
55544, 65292 
54509, 65139 
53555, 64885 
52689, 64599 
51984, 64293 
51509, 63988 
51288, 63711 
51377, 63520 
51820, 63429 
52638, 63501 
53817, 63740 
55379, 64133 
57316, 64746 
59548, 65527 
62059, 00924 
64801, 02004 
02200, 03173 
05232, 04372 
08317, 05587 
11324, 06775 
14205, 07811 
16921, 08699 
19363, 09314 
21506, 09690 
23341, 09735 
24735, 09451 
25671, 08803 
26212, 07799 
26330, 06479 
25977, 04826 
25218, 02909 
24069, 00811 
22609, 64070 
20852, 61771 
18850, 59514 
16703, 57305 
14422, 55326 
12099, 53560 
09783, 52194 
07567, 51161 
05451, 50604 
03486, 50527 
01793, 50917 
00306, 51825 
64630, 53186 
63692, 54970 
63036, 57152 
62645, 59666 
62537, 62420 
62658, 65313 
62996, 02738 
63514, 05671 
64183, 08528 
64961, 11205 
00241, 13604 
01090, 15652 
01992, 17343 
02796, 18637 
03546, 19494 
04185, 19910 
04732, 19926 
05152, 19532 
05417, 18782 
05576, 17756 
05593, 16441 
05513, 14989 
05328, 13381 
05070, 11758 
04750, 10139 
04404, 08606 
04064, 07182 
03721, 05965 
03415, 04893 
03137, 04035 
02956, 03438 
02814, 03041 
02759, 02819 
02759, 02801 
02817, 02904 
02940, 03071 
03056, 03343 
03154, 03613 
03257, 03858 
03244, 04043 
03178, 04122 
02984, 04096 
02629, 03920 
02101, 03577 
01411, 03101 
00538, 02507 
64991, 01732 
63756, 00889 
62355, 65473 
60796, 64502 
59169, 63485 
57512, 62499 
55840, 61575 
54246, 60714 
52779, 59958 
51511, 59329 
50439, 58826 
49722, 58429 
49327, 58162 
49340, 58015 
49768, 57964 
50594, 57988 
51863, 58048 
53605, 58133 
55703, 58179 
58144, 58229 
60917, 58191 
63867, 58084 
01416, 57858 
04592, 57509 
07691, 57076 
10654, 56550 
13356, 55912 
15744, 55220 
17701, 54508 
19184, 53773 
20126, 53109 
20445, 52431 
20208, 51908 
19350, 51505 
17898, 51299 
15871, 51320 
13363, 51508 
10410, 51965 
07108, 52671 
03574, 53583 
65414, 54755 
61714, 56074 
58048, 57616 
54578, 59259 
51344, 60993 
48480, 62828 
46000, 64601 
43963, 00840 
42444, 02495 
41379, 04017 
40803, 05396 
40682, 06580 
40939, 07541 
41542, 08298 
42436, 08804 
43504, 09073 
44687, 09178 
45853, 09017 
46975, 08702 
47964, 08285 
48706, 07711 
49223, 07089 
49428, 06451 
49290, 05784 
48889, 05173 
48178, 04636 
47205, 04193 
46049, 03870 
44752, 03682 
43408, 03640 
42029, 03717 
40794, 03974 
39732, 04338 
38907, 04825 
38395, 05436 
38288, 06098 
38549, 06862 
39237, 07635 
40369, 08437 
41906, 09225 
43810, 09982 
46042, 10721 
48448, 11393 
51210, 11942 
53789, 12511 
56376, 13000 
59014, 13367 
61338, 13661 
63485, 13853 
65218, 13966 
01079, 14006 
01991, 13953 
02499, 13835 
02578, 13669 
02242, 13386 
01564, 13006 
00598, 12568 
64939, 12017 
63623, 11342 
62291, 10605 
60981, 09755 
59919, 08738 
59014, 07656 
58432, 06424 
58277, 05115 
58503, 03684 
59180, 02174 
60249, 00577 
61758, 64477 
63642, 62838 
00292, 61197 
02677, 59634 
05168, 58123 
07700, 56788 
10144, 55589 
12406, 54620 
14366, 53901 
15913, 53434 
17025, 53302 
17605, 53444 
17615, 53931 
17063, 54781 
15964, 55938 
14317, 57390 
12198, 59164 
09723, 61214 
06903, 63465 
03931, 00306 
00870, 02801 
63404, 05382 
60582, 07934 
58024, 10432 
55857, 12790 
54165, 14916 
52987, 16795 
52411, 18385 
52424, 19613 
52998, 20484 
54123, 20919 
55761, 20941 
57779, 20602 
60112, 19750 
62644, 18602 
65274, 17112 
02294, 15260 
04681, 13213 
06763, 10983 
08485, 08580 
09693, 06140 
10388, 03725 
10446, 01419 
09882, 64793 
08774, 62887 
07030, 61249 
04803, 59948 
02130, 59025 
64687, 58511 
61459, 58428 
58144, 58746 
54899, 59518 
51775, 60703 
48952, 62213 
46512, 64044 
44557, 00619 
43202, 02939 
42484, 05422 
42382, 07920 
42898, 10408 
44121, 12812 
45908, 15061 
48209, 17089 
50949, 18823 
54016, 20218 
57363, 21225 
60787, 21789 
64193, 21959 
01947, 21678 
04995, 21009 
07714, 19925 
10036, 18501 
11861, 16762 
13144, 14781 
13934, 12640 
14151, 10367 
13878, 08067 
13093, 05803 
11904, 03649 
10372, 01712 
08547, 65515 
06540, 64112 
04410, 63032 
02401, 62392 
00363, 62069 
64008, 62120 
62403, 62554 
61023, 63354 
59973, 64416 
59269, 00222 
58929, 01756 
58860, 03436 
59125, 05135 
59679, 06857 
60447, 08513 
61354, 09968 
62410, 11266 
63530, 12277 
64609, 13018 
00105, 13402 
01036, 13487 
01814, 13232 
02373, 12634 
02716, 11716 
02884, 10562 
02828, 09168 
02560, 07593 
02100, 05916 
01472, 04193 
00731, 02432 
65447, 00764 
64585, 64773 
63704, 63373 
62906, 62192 
62177, 61248 
61555, 60561 
61072, 60105 
60746, 59918 
60616, 59955 
60646, 60230 
60852, 60639 
61212, 61242 
61704, 61867 
62373, 62529 
63087, 63268 
63874, 63938 
64714, 64542 
00054, 65009 
00890, 65364 
01688, 00070 
02422, 00112 
03096, 00030 
03662, 65342 
04135, 65025 
04488, 64631 
04751, 64165 
04901, 63727 
04952, 63280 
04939, 62879 
04817, 62571 
04664, 62394 
04439, 62355 
04158, 62427 
03855, 62655 
03526, 63040 
03160, 63510 
02765, 64052 
02384, 64649 
01943, 65249 
01488, 00293 
01042, 00782 
00518, 01136 
00011, 01303 
64963, 01317 
64360, 01061 
63733, 00562 
63050, 65355 
62395, 64360 
61667, 63163 
60929, 61758 
60213, 60197 
59504, 58570 
58847, 56902 
58220, 55279 
57653, 53770 
57136, 52420 
56743, 51334 
56490, 50538 
56311, 50117 
56286, 50082 
56412, 50504 
56678, 51335 
57111, 52594 
57663, 54274 
58359, 56320 
59233, 58683 
60246, 61252 
61374, 64001 
62590, 01326 
63895, 04169 
65265, 06904 
01175, 09458 
02643, 11737 
04110, 13681 
05562, 15258 
06994, 16335 
08342, 16954 
09616, 17109 
10777, 16788 
11797, 15940 
12695, 14708 
13416, 13109 
13951, 11154 
14334, 08969 
14477, 06632 
14396, 04195 
14130, 01727 
13668, 64885 
12987, 62624 
12107, 60557 
11032, 58727 
09826, 57174 
08463, 55898 
06971, 54929 
05409, 54257 
03799, 53847 
02160, 53713 
00582, 53787 
64590, 54032 
63132, 54413 
61814, 54896 
60645, 55391 
59677, 55892 
58946, 56389 
58430, 56825 
58196, 57185 
58157, 57469 
58424, 57679 
58907, 57842 
59632, 57994 
60565, 58071 
61691, 58197 
62951, 58358 
64348, 58585 
00272, 58940 
01766, 59395 
03264, 60002 
04713, 60751 
06093, 61706 
07370, 62753 
08517, 63934 
09512, 65221 
10313, 01069 
10944, 02443 
11411, 03804 
11703, 05110 
