1084	1546
143	1841
-799	1620
-1482	959
-1724	57
-1471	-823
-810	-1434
56	-1609
872	-1312
1404	-643
1503	194
1150	947
460	1395
-355	1408
-1047	988
-1408	267
-1328	-535
-832	-1171
-68	-1445
730	-1268
1317	-686
1507	130
1230	936
556	1483
-324	1594
-1148	1217
-1665	445
-1704	-506
-1230	-1361
-358	-1860
673	-1837
1570	-1271
2064	-299
1990	819
1340	1769
270	2271
-939	2160
-1952	1436
-2477	272
-2344	-1029
-1559	-2115
-309	-2676
1086	-2538
2252	-1706
2864	-379
2737	1107
1875	2359
482	3036
-1090	2936
-2433	2062
-3185	618
-3131	-1034
-2263	-2469
-783	-3307
939	-3316
2466	-2473
3398	-975
3485	806
2687	2421
1190	3455
-637	3634
-2335	2900
-3474	1423
-3759	-434
-3106	-2208
-1669	-3453
200	-3853
2040	-3300
3391	-1923
3915	-59
3476	1834
2179	3287
339	3940
-1592	3629
-3140	2429
-3925	634
-3754	-1320
-2670	-2954
-937	-3870
1021	-3847
2728	-2894
3773	-1244
3904	700
3095	2468
1547	3634
-364	3922
-2176	3269
-3454	1839
-3898	-19
-3410	-1856
-2114	-3235
-329	-3832
1515	-3514
2980	-2367
3723	-674
3578	1157
2592	2691
1009	3571
-788	3599
-2373	2783
-3377	1328
-3576	-414
-2937	-2030
-1625	-3145
42	-3508
1667	-3050
2875	-1894
3394	-323
3120	1291
2132	2573
675	3238
-905	3145
-2243	2334
-3039	1009
-3124	-516
-2498	-1889
-1319	-2802
130	-3059
1516	-2621
2529	-1603
2951	-248
2703	1131
1856	2226
614	2802
-737	2743
-1898	2076
-2615	963
-2742	-342
-2261	-1549
-1291	-2395
-50	-2702
1185	-2412
2146	-1594
2627	-434
2527	813
1871	1874
806	2519
-437	2608
-1584	2120
-2383	1160
-2657	-63
-2340	-1281
-1495	-2224
-303	-2677
973	-2531
2047	-1807
2672	-657
2694	664
2093	1858
995	2644
-361	2830
-1661	2355
-2600	1312
-2942	-68
-2589	-1464
-1605	-2542
-209	-3032
1271	-2798
2478	-1874
3105	-467
2981	1088
2115	2410
702	3163
-918	3141
-2344	2329
-3210	912
-3279	-767
-2516	-2285
-1094	-3250
637	-3399
2236	-2676
3287	-1247
3503	531
2811	2201
1372	3325
-450	3595
-2182	2923
-3366	1470
-3676	-394
-3015	-2181
-1541	-3413
365	-3751
2200	-3089
3470	-1589
3822	360
3149	2238
1615	3535
-378	3893
-2294	3197
-3612	1623
-3963	-415
-3238	-2367
-1617	-3699
469	-4037
2455	-3273
3796	-1601
4113	535
3306	2554
1578	3900
-609	4194
-2660	3338
-4009	1553
-4277	-685
-3373	-2768
-1529	-4120
760	-4362
2874	-3410
4230	-1510
4446	828
3451	2972
1500	4333
-885	4529
-3057	3495
-4424	1499
-4606	-925
-3542	-3124
-1511	-4500
946	-4673
3167	-3591
4554	-1536
4728	943
3639	3182
1575	4581
-913	4765
-3163	3684
-4576	1628
-4780	-856
-3724	-3108
-1694	-4536
769	-4769
3014	-3755
4456	-1771
4727	652
3773	2878
1858	4333
-505	4652
-2699	3775
-4163	1951
-4539	-331
-3757	-2478
-2047	-3947
132	-4386
2215	-3716
3682	-2143
4191	-91
3650	1911
2235	3371
333	3952
-1570	3554
-3013	2320
-3670	590
-3428	-1196
-2395	-2611
-859	-3346
792	-3270
2169	-2455
2979	-1133
3080	363
2498	1692
1409	2575
83	2857
-1184	2521
-2136	1682
-2602	543
-2523	-651
-1947	-1666
-1008	-2318
101	-2502
1171	-2199
2007	-1474
2458	-461
2436	656
1934	1673
1027	2391
-129	2654
-1319	2382
-2301	1590
-2850	405
-2812	-951
-2143	-2190
-938	-3023
573	-3220
2061	-2679
3171	-1463
3601	191
3191	1916
1974	3293
190	3952
-1758	3676
-3390	2465
-4270	563
-4126	-1591
-2929	-3462
-924	-4553
1418	-4539
3512	-3362
4800	-1268
4911	1244
3759	3539
1591	5011
-1071	5240
-3548	4117
-5185	1887
-5524	-903
-4433	-3540
-2155	-5325
744	-5764
3517	-4706
5431	-2393
5960	595
4936	3482
2598	5505
-458	6113
-3437	5123
-5550	2772
-6225	-334
-5268	-3384
-2915	-5568
224	-6300
3324	-5375
5561	-3028
6339	127
5446	3257
3114	5532
-41	6347
-3184	5485
-5481	3177
-6325	36
-5496	-3104
-3220	-5411
-106	-6278
3017	-5484
5323	-3249
6209	-175
5452	2919
3267	5216
245	6119
-2808	5404
-5090	3280
-6010	322
-5345	-2682
-3292	-4945
-409	-5885
2537	-5278
4778	-3308
5743	-512
5204	2370
3331	4588
634	5584
-2175	5126
-4372	3364
-5408	779
-5045	-1951
-3410	-4128
-950	-5213
1694	-4960
3852	-3470
4996	-1149
4871	1401
3544	3542
1377	4756
-1071	4774
-3195	3629
-4489	1635
-4669	-702
-3725	-2809
-1919	-4193
295	-4550
2384	-3827
3865	-2228
4413	-149
3931	1917
2557	3501
627	4255
-1412	4031
-3100	2900
-4070	1134
-4120	-868
-3251	-2661
-1664	-3854
289	-4192
2183	-3601
3603	-2211
4238	-319
3942	1667
2766	3313
952	4253
-1114	4263
-2981	3318
-4227	1601
-4555	-529
-3857	-2606
-2257	-4156
-83	-4806
2186	-4372
4032	-2910
5008	-717
4850	1724
3549	3851
1365	5150
-1221	5280
-3610	4163
-5224	2017
-5649	-682
-4737	-3307
-2664	-5223
112	-5945
2941	-5260
5140	-3292
6159	-481
5719	2514
3891	4971
1088	6280
-2031	6101
-4714	4448
-6302	1699
-6395	-1496
-4950	-4368
-2303	-6218
918	-6590
3937	-5385
6026	-2887
6679	306
5740	3425
3438	5723
330	6654
-2838	6005
-5312	3944
-6511	976
-6171	-2187
-4392	-4796
-1619	-6248
1481	-6228
4182	-4770
5866	-2246
6172	735
5067	3480
2842	5368
37	5999
-2700	5272
-4760	3393
-5709	819
-5377	-1858
-3884	-4051
-1595	-5302
969	-5378
3253	-4304
4784	-2348
5269	50
4640	2379
3061	4162
880	5050
-1447	4883
-3446	3717
-4721	1802
-5026	-472
-4302	-2648
-2696	-4288
-524	-5062
1782	-4802
3757	-3544
4990	-1522
5205	867
4327	3138
2501	4808
80	5501
-2441	5028
-4520	3441
-5683	1040
-5631	-1681
-4322	-4131
-1993	-5747
874	-6125
3649	-5125
5691	-2918
6498	37
5833	3084
3795	5517
812	6742
-2449	6431
-5228	4607
-6853	1655
-6907	-1757
-5335	-4832
-2473	-6829
1025	-7250
4338	-5964
6672	-3248
7455	269
6481	3759
3965	6386
495	7518
-3107	6876
-5980	4606
-7440	1248
-7140	-2397
-5159	-5462
-1976	-7222
1646	-7271
4846	-5614
6873	-2662
7267	871
5962	4146
3293	6401
-87	7130
-3378	6197
-5819	3858
-6867	688
-6319	-2560
-4346	-5141
-1441	-6485
1709	-6327
4383	-4750
5997	-2156
6226	842
5066	3563
2822	5416
24	6023
-2699	5294
-4758	3431
-5727	872
-5433	-1810
-3973	-4040
-1689	-5351
915	-5488
3280	-4445
4909	-2461
5466	31
4843	2498
3177	4417
825	5377
-1712	5170
-3890	3831
-5230	1639
-5427	-941
-4417	-3346
-2398	-5037
199	-5619
2802	-4930
4814	-3093
5755	-497
5372	2274
3714	4574
1135	5843
-1778	5745
-4331	4258
-5894	1704
-6051	-1327
-4723	-4099
-2195	-5917
933	-6298
3891	-5108
5926	-2605
6494	605
5416	3718
2931	5930
-350	6648
-3590	5654
-5941	3173
-6769	-171
-5827	-3513
-3335	-5968
70	-6867
3494	-5945
6019	-3423
6952	44
6018	3534
3445	6100
-89	7032
-3633	6055
-6216	3410
-7117	-197
-6067	-3787
-3329	-6367
360	-7212
3991	-6064
6554	-3215
7322	565
6056	4236
3081	6773
-799	7451
-4512	6052
-7018	2937
-7597	-1050
-6057	-4808
-2796	-7282
1304	-7761
5110	-6078
7555	-2669
7937	1545
6117	5402
2565	7826
-1760	8121
-5671	6175
-8082	2491
-8305	-1938
-6251	-5903
-2454	-8309
2066	-8479
6082	-6342
8495	-2457
8634	2137
6443	6198
2500	8626
-2142	8757
-6238	6548
-8689	2583
-8838	-2078
-6647	-6194
-2703	-8673
1942	-8865
6058	-6733
8568	-2855
8827	1734
6795	5828
3032	8366
-1458	8716
-5501	6825
-8063	3226
-8522	-1118
-6811	-5078
-3427	-7656
722	-8239
4564	-6747
7143	-3626
7864	279
6623	3965
3814	6530
201	7395
-3290	6435
-5820	3980
-6833	707
-6177	-2551
-4116	-5023
-1227	-6182
1759	-5850
4149	-4214
5447	-1748
5451	929
4269	3212
2260	4639
-75	4985
-2224	4276
-3767	2752
-4456	787
-4232	-1203
-3214	-2846
-1644	-3871
165	-4138
1890	-3638
3242	-2481
3995	-873
4018	915
3286	2578
1894	3808
61	4350
-1892	4046
-3583	2883
-4633	1023
-4753	-1199
-3824	-3327
-1954	-4865
514	-5399
3051	-4704
5051	-2837
5978	-149
5512	2764
3658	5193
775	6488
-2479	6240
-5298	4404
-6929	1350
-6879	-2207
-5064	-5372
-1862	-7302
1959	-7427
5426	-5631
7610	-2300
7882	1747
6097	5466
2656	7859
-1580	8246
-5504	6461
-8057	2922
-8521	-1467
-6722	-5546
-3095	-8211
1414	-8714
5603	-6882
8330	-3175
8833	1427
6948	5682
3162	8423
-1508	8886
-5787	6925
-8498	3061
-8883	-1654
-6825	-5924
-2879	-8564
1866	-8836
6095	-6657
8628	-2626
8755	2136
6435	6299
2313	8696
-2457	8651
-6535	6172
-8772	1953
-8533	-2819
-5881	-6799
-1560	-8859
3211	-8411
7084	-5576
8957	-1149
8293	3620
5270	7381
736	9064
-4031	8183
-7682	4974
-9178	336
-8086	-4428
-4700	-7974
37	-9294
4798	-8004
8245	-4455
9403	371
7937	5126
4246	8483
-651	9499
-5397	7884
-8674	4078
-9572	-871
-7840	-5599
-3953	-8805
1021	-9611
5721	-7800
8866	-3872
9608	1096
7758	5754
3833	8846
-1094	9552
-5692	7707
-8735	3832
-9434	-1014
-7638	-5530
-3864	-8527
857	-9245
5266	-7543
8217	-3921
8979	629
7414	4902
3997	7803
-336	8630
-4442	7244
-7285	4082
-8195	15
-7026	-3891
-4168	-6665
-415	-7672
3257	-6755
5949	-4247
7063	-852
6427	2551
4309	5145
1316	6371
-1784	6040
-4263	4350
-5602	1797
-5594	-969
-4361	-3313
-2281	-4763
120	-5091
2310	-4338
3863	-2761
4535	-751
4279	1266
3225	2915
1628	3931
-198	4182
-1931	3667
-3287	2499
-4047	880
-4078	-924
-3351	-2611
-1953	-3876
-91	-4454
1914	-4174
3673	-3006
4792	-1101
4957	1206
4025	3443
2091	5089
-498	5692
-3192	5000
-5345	3048
-6374	197
-5918	-2927
-3960	-5562
-869	-6998
2656	-6772
5742	-4815
7562	-1507
7554	2387
5604	5890
2101	8064
-2127	8260
-6009	6320
-8505	2643
-8887	-1885
-6957	-6106
-3126	-8888
1666	-9433
6184	-7512
9215	-3546
9901	1478
7983	6251
3898	9492
-1323	10291
-6311	8371
-9723	4181
-10610	-1206
-8679	-6368
-4396	-9913
1128	-10860
6426	-8910
10067	-4546
11048	1088
9070	6486
4635	10190
-1084	11180
-6552	9166
-10285	4667
-11263	-1115
-9204	-6620
-4650	-10357
1173	-11304
6692	-9194
10407	-4593
11306	1255
9143	6763
4504	10436
-1351	11276
-6830	9059
-10445	4391
-11219	-1455
-8950	-6887
-4263	-10432
1557	-11136
6929	-8821
10396	-4131
11031	1650
8680	6948
4000	10333
-1725	10904
-6939	8530
-10239	3880
-10755	-1772
-8377	-6893
-3775	-10110
1787	-10583
6804	-8220
9941	-3691
10386	1761
8061	6666
3632	9726
-1689	10161
-6472	7901
-9462	3598
-9904	-1569
-7738	-6219
-3592	-9141
1396	-9611
5902	-7568
8763	-3613
9280	1172
7390	5520
3658	8322
-895	8906
-5071	7200
-7816	3724
-8485	-569
-6993	-4557
-3807	-7245
197	-8016
3979	-6765
6609	-3902
7495	-217
6512	3341
4004	5910
666	6923
-2648	6232
-5150	4107
-6299	1144
-5920	-1907
-4205	-4333
-1644	-5625
1124	-5574
3466	-4293
4902	-2157
5193	308
4366	2555
2676	4135
533	4777
-1608	4418
-3329	3194
-4326	1389
-4447	-633
-3703	-2488
-2251	-3841
-362	-4449
1619	-4197
3326	-3110
4424	-1366
4668	731
3958	2784
2370	4368
169	5112
-2219	4785
-4283	3364
-5525	1073
-5584	-1638
-4340	-4170
-1973	-5903
1045	-6349
4031	-5288
6244	-2858
7073	448
6201	3868
3722	6547
147	7751
-3685	7071
-6811	4555
-8379	733
-7890	-3487
-5350	-7036
-1303	-8954
3278	-8654
7225	-6101
9474	-1850
9357	3062
6800	7378
2368	9938
-2846	9996
-7499	7441
-10345	2851
-10567	-2634
-8020	-7592
-3292	-10695
2430	-11068
7658	-8533
10991	-3686
11497	2242
8975	7702
4030	11232
-2072	11853
-7728	9344
-11422	4318
-12138	-1925
-9639	-7739
-4548	-11563
1807	-12351
7739	-9857
11657	-4716
12492	1719
9997	7732
4820	11707
-1666	12565
-7722	10060
-11716	4857
-12569	-1651
-10046	-7711
-4827	-11688
1677	-12508
7705	-9955
11626	-4729
12385	1745
9789	7705
4562	11533
-1859	12201
-7715	9549
-11414	4326
-11962	-2019
-9238	-7739
-4022	-11272
2227	-11669
7779	-8858
11110	-3651
11328	2484
8413	7837
3215	10934
-2790	10944
-7917	7907
-10747	2716
-10520	-3145
-7345	-8021
-2158	-10554
3548	-10063
8151	-6731
10360	-1544
9579	3998
6073	8307
879	10167
-4492	9074
-8492	5377
-9982	170
-8556	-5027
-4651	-8706
578	-9809
5599	-8030
8948	-3903
9649	1356
7504	6203
3143	9217
-2155	9509
-6833	6986
-9511	2379
-9389	-2965
-6482	-7480
-1623	-9826
3777	-9291
8136	-6000
10159	-884
9218	4578
5546	8791
173	10502
-5357	9167
-9435	5124
-10849	-500
-9139	-6101
-4741	-10056
1125	-11193
6797	-9129
10641	-4399
11523	1694
9135	7433
4100	11178
-2199	11829
-7998	9151
-11652	3846
-12101	-2631
-9170	-8479
-3636	-12053
2987	-12325
8868	-9183
12365	-3467
12490	3263
9183	9154
3336	12579
-3456	12584
-9331	9159
-12682	3237
-12595	-3566
-9101	-9393
-3163	-12666
3595	-12511
9338	-8997
12524	-3105
12324	3549
8838	9164
3056	12249
-3432	12023
-8874	8614
-11840	3005
-11603	-3251
-8314	-8471
-2942	-11297
3017	-11059
7962	-7931
10620	-2856
10388	2740
7458	7355
2738	9818
-2432	9592
-6662	6891
-8895	2578
-8673	-2104
-6228	-5896
-2370	-7866
1769	-7640
5071	-5468
6741	-2105
6499	1438
4615	4201
1782	5537
-1123	5265
-3304	3675
-4271	1395
-3951	-835
-2657	-2395
-948	-2963
580	-2575
1490	-1572
1631	-441
1157	367
434	604
-118	296
-200	-285
249	-741
1022	-722
1725	-80
1933	1057
1361	2304
8	3145
-1810	3122
-3531	2020
-4520	-21
-4289	-2502
-2686	-4688
11	-5831
3126	-5412
5760	-3340
7056	-29
6469	3680
3967	6736
89	8178
-4166	7440
-7607	4548
-9182	158
-8307	-4587
-5065	-8367
-222	-10054
4949	-9052
9016	-5500
10786	-268
9662	5259
5839	9552
280	11371
-5529	10126
-9983	6068
-11808	246
-10435	-5768
-6174	-10312
-152	-12098
5990	-10587
10551	-6151
12247	12
10581	6206
5993	10711
-256	12263
-6429	10423
-10804	5699
-12159	-587
-10120	-6670
-5273	-10845
1007	-11948
6939	-9685
10849	-4720
11647	1516
9132	7242
4054	10830
-2112	11275
-7586	8481
-10800	3286
-10850	-2787
-7752	-7971
-2437	-10771
3529	-10391
8398	-6969
10753	-1527
9918	4324
6153	8861
580	10753
-5154	9446
-9353	5330
-10775	-380
-8993	-5999
-4523	-9864
1327	-10821
6837	-8571
10377	-3753
10888	2235
8189	7643
3041	10878
-3077	10970
-8392	7856
-11347	2404
-11060	-3831
-7573	-9060
-1857	-11765
4475	-11145
9623	-7342
12110	-1410
11213	4990
7159	10057
1070	12361
-5361	11247
-10345	7016
-12498	838
-11231	-5577
-6903	-10467
-715	-12502
5632	-11148
10413	-6808
12357	-693
10982	5524
6718	10174
764	12048
-5256	10715
-9745	6614
-11567	913
-10334	-4836
-6483	-9129
-1128	-10908
4276	-9826
8331	-6307
10069	-1388
9184	3592
6072	7363
1674	9055
-2805	8403
-6241	5763
-7875	1968
-7482	-1936
-5370	-4986
-2249	-6543
1010	-6424
3621	-4886
5077	-2499
5238	53
4305	2176
2701	3501
908	3936
-679	3626
-1840	2840
-2537	1849
-2855	839
-2905	-125
-2746	-1062
-2347	-1998
-1613	-2889
-465	-3577
1068	-3812
2788	-3340
4323	-2016
5207	81
5022	2602
3560	4968
943	6503
-2338	6628
-5504	5068
-7677	1983
-8126	-2002
-6506	-5923
-3013	-8710
1609	-9487
6224	-7845
9586	-4008
10686	1173
9055	6408
4939	10295
-716	11703
-6486	10110
-10832	5782
-12522	-257
-10987	-6468
-6510	-11199
-181	-13134
6370	-11668
11400	-7101
13532	-574
12140	6210
7535	11447
903	13721
-6009	12395
-11356	7797
-13707	1144
-12430	-5788
-7875	-11146
-1281	-13502
5572	-12250
10839	-7765
13126	-1296
11866	5382
7464	10461
1180	12602
-5237	11293
-10038	6980
-11955	925
-10553	-5158
-6322	-9596
-530	-11217
5160	-9672
9162	-5509
10418	3
8680	5253
4561	8760
-664	9591
-5446	7611
-8413	3506
-8767	-1440
-6500	-5741
-2375	-8139
2313	-7979
6135	-5383
7953	-1200
7255	3259
4297	6621
18	7865
-4250	6619
-7188	3276
-7879	-1135
-6094	-5259
-2354	-7817
2223	-7997
6251	-5696
8489	-1558
8214	3212
5436	7196
914	9181
-4068	8518
-8058	5321
-9865	442
-8897	-4762
-5349	-8808
-154	-10513
5270	-9331
9414	-5517
11098	-61
9800	5574
5812	9852
163	11591
-5658	10279
-10099	6220
-11967	455
-10742	-5517
-6720	-10138
-927	-12201
5151	-11164
9958	-7289
12273	-1563
11520	4564
7902	9553
2340	12168
-3771	11785
-8924	8530
-11874	3235
-11938	-2789
-9147	-8080
-4217	-11387
1643	-11962
7035	-9724
10706	-5254
11843	363
10237	5808
6316	9839
1020	11571
-4426	10661
-8798	7368
-11143	2470
-10978	-2918
-8378	-7602
-3949	-10562
1321	-11171
6273	-9318
9833	-5420
11230	-331
10159	4842
6845	8971
1997	11149
-3338	10880
-7993	8190
-10928	3639
-11461	-1798
-9423	-6922
-5216	-10573
258	-11889
5783	-10514
10092	-6693
12158	-1244
11440	4607
8034	9502
2673	12264
-3425	12184
-8822	9211
-12212	3991
-12732	-2270
-10198	-8076
-5168	-12011
1173	-13079
7290	-10974
11675	-6174
13224	168
11528	6491
6985	11223
717	13175
-5709	11850
-10678	7583
-12942	1456
-11942	-4971
-7955	-10066
-2027	-12545
4305	-11809
9413	-8095
12005	-2411
11465	3738
8004	8748
2598	11347
-3289	10927
-8099	7689
-10602	2581
-10219	-2978
-7163	-7493
-2361	-9799
2819	-9369
6956	-6446
8969	-1944
8410	2819
5562	6509
1343	8146
-2982.5	7375
-6170.5	4542.5
-7358	575.5
-6299	-3305.5
-3418.5	-5954.5
335	-6633
3781	-5218.5
5871	-2226
5996	1360.5
4167.5	4395.5
1002.5	5923
-2470.5	5467.5
-5130	3179.5
-6109.5	-214
-5064	-3630.5
-2284	-5963
1388	-6424.5
4805	-4796.5
6867.5	-1507
6857	2483
4671.5	5959
870.5	7815
-3468	7391.5
-7056.5	4689.5
-8775.5	391.5
-8009	-4314
-4846.5	-8064
-80.5	-9716.5
4997	-8686
8951	-5133.5
10608	55.5
9399	5498.5
5537.5	9689.5
-17.5	11420
-5805	10121.5
-10257	6040.5
-12124.5	190.5
-10827	-5909.5
-6623.5	-10635.5
-557.5	-12697.5
5810.5	-11489
10813	-7262.5
13117.5	-1068.5
12084	5512.5
7935	10782
1706	13369.5
-5024.5	12588
-10543	8615.5
-13442	2447
-12983	-4363
-9281	-10100.5
-3268.5	-13329.5
3546	-13253
9465.5	-9908
13031.5	-4144
13386	2597.5
10475.5	8653.5
5048	12553
-1543.5	13375.5
-7686	10966
-11905.5	5955
-13219.5	-411.5
-11364.5	-6587
-6840	-11103.5
-768.5	-12920.5
5384	-11660.5
10167	-7680.5
12486	-1968
11847	4106.5
8457	9120
3157.5	11928
-2786.5	11921
-7988.5	9152.5
-11262	4310.5
-11884	-1454.5
-9754	-6801.5
-5402.5	-10507.5
141.5	-11742.5
5588.5	-10253
9686.5	-6411
11505.5	-1123
10643.5	4379
7318	8823.5
2312.5	11185.5
-3204	10925
-7943.5	8109.5
-10799	3402.5
-11100	-2090
-8775.5	-7072.5
-4372.5	-10363
1064	-11175.5
6235.5	-9309
9897.5	-5206
11160	148
9709.5	5456.5
5891.5	9422
638	11066
-4758	9978
-8956.5	6421
-10908	1279.5
-10120.5	-4158.5
-6791	-8521
-1765	-10701.5
3674.5	-10146.5
8132.5	-7003
10462	-2088.5
10067.5	3318.5
7062.5	7807
2248	10206
-3098	9896.5
-7557.5	6978.5
-9949.5	2246.5
-9650	-3018
